ID,IP,DATATIME,TOTALUSAGE
"6609167","102.200.218.193","2023-01-29 18:58",0.92
"6609168","102.200.218.193","2023-01-29 18:57",0.74
"6609169","102.200.218.193","2023-01-29 18:56",0.89
"6609170","102.200.218.193","2023-01-29 18:55",0.81
"6609171","102.200.218.193","2023-01-29 18:54",1.1
"6609172","102.200.218.193","2023-01-29 18:53",0.83
"6609173","102.200.218.193","2023-01-29 18:52",7.32
"6609174","102.200.218.193","2023-01-29 18:51",7.02
"6609175","102.200.218.193","2023-01-29 18:50",7.27
"6609176","102.200.218.193","2023-01-29 18:49",7.03
"6609177","102.200.218.193","2023-01-29 18:48",7.18
"6609178","102.200.218.193","2023-01-29 18:47",7.13
"6609179","102.200.218.193","2023-01-29 18:46",7.3
"6609180","102.200.218.193","2023-01-29 18:45",7.18
"6609181","102.200.218.193","2023-01-29 18:43",7.05
"6609182","102.200.218.193","2023-01-29 18:42",7.23
"6609183","102.200.218.193","2023-01-29 18:41",6.98
"6609184","102.200.218.193","2023-01-29 18:40",7.26
"6609185","102.200.218.193","2023-01-29 18:39",7.26
"6609186","102.200.218.193","2023-01-29 18:38",7.23
"6609187","102.200.218.193","2023-01-29 18:37",7.02
"6609188","102.200.218.193","2023-01-29 18:36",7.15
"6609189","102.200.218.193","2023-01-29 18:35",7.08
"6609190","102.200.218.193","2023-01-29 18:34",7.95
"6609191","102.200.218.193","2023-01-29 18:33",7.88
"6609192","102.200.218.193","2023-01-29 18:32",7.58
"6609193","102.200.218.193","2023-01-29 18:31",7.4
"6609194","102.200.218.193","2023-01-29 18:30",7.69
"6609195","102.200.218.193","2023-01-29 18:29",7.44
"6609196","102.200.218.193","2023-01-29 18:28",7.57
"6609197","102.200.218.193","2023-01-29 18:27",8.12
"6609198","102.200.218.193","2023-01-29 18:26",7.63
"6609199","102.200.218.193","2023-01-29 18:25",7.49
"6609200","102.200.218.193","2023-01-29 18:24",7.41
"6609201","102.200.218.193","2023-01-29 18:23",7.03
"6609202","102.200.218.193","2023-01-29 18:22",7.21
"6609203","102.200.218.193","2023-01-29 18:21",6.98
"6609204","102.200.218.193","2023-01-29 18:19",6.95
"6609205","102.200.218.193","2023-01-29 18:18",7.07
"6609206","102.200.218.193","2023-01-29 18:17",7.47
"6609207","102.200.218.193","2023-01-29 18:16",8.19
"6609208","102.200.218.193","2023-01-29 18:15",9.15
"6609209","102.200.218.193","2023-01-29 18:14",8.39
"6609210","102.200.218.193","2023-01-29 18:13",8.77
"6609211","102.200.218.193","2023-01-29 18:12",8.44
"6609212","102.200.218.193","2023-01-29 18:11",7.24
"6609213","102.200.218.193","2023-01-29 18:10",7.36
"6609214","102.200.218.193","2023-01-29 18:09",7.41
"6609215","102.200.218.193","2023-01-29 18:08",7.47
"6609216","102.200.218.193","2023-01-29 18:07",7.75
"6609217","102.200.218.193","2023-01-29 18:05",8.33
"6609218","102.200.218.193","2023-01-29 18:04",7.74
"6609219","102.200.218.193","2023-01-29 18:03",7.37
"6609220","102.200.218.193","2023-01-29 18:02",7.46
"6609221","102.200.218.193","2023-01-29 18:01",7.25
"6609222","102.200.218.193","2023-01-29 18:00",7.1
"6609223","102.200.218.193","2023-01-29 17:59",6.98
"6609224","102.200.218.193","2023-01-29 17:58",7
"6609225","102.200.218.193","2023-01-29 17:57",6.83
"6609226","102.200.218.193","2023-01-29 17:56",6.88
"6609227","102.200.218.193","2023-01-29 17:55",7.17
"6609228","102.200.218.193","2023-01-29 17:54",7.05
"6609229","102.200.218.193","2023-01-29 17:53",6.85
"6609230","102.200.218.193","2023-01-29 17:52",6.98
"6609231","102.200.218.193","2023-01-29 17:51",7.12
"6609232","102.200.218.193","2023-01-29 17:50",4.5
"6609233","102.200.218.193","2023-01-29 17:49",4.64
"6609234","102.200.218.193","2023-01-29 17:48",6.64
"6609235","102.200.218.193","2023-01-29 17:47",5.64
"6609236","102.200.218.193","2023-01-29 17:46",0.9
"6609237","102.200.218.193","2023-01-29 17:44",0.86
"6609238","102.200.218.193","2023-01-29 17:43",0.73
"6609239","102.200.218.193","2023-01-29 17:42",1.05
"6609240","102.200.218.193","2023-01-29 17:41",0.76
"6609241","102.200.218.193","2023-01-29 17:40",1.01
"6609242","102.200.218.193","2023-01-29 17:38",0.93
"6609243","102.200.218.193","2023-01-29 17:37",0.75
"6609244","102.200.218.193","2023-01-29 17:36",0.91
"6609245","102.200.218.193","2023-01-29 17:35",0.77
"6609246","102.200.218.193","2023-01-29 17:34",1.08
"6609247","102.200.218.193","2023-01-29 17:33",0.74
"6609248","102.200.218.193","2023-01-29 17:32",1.07
"6609249","102.200.218.193","2023-01-29 17:31",0.93
"6609250","102.200.218.193","2023-01-29 17:30",1.03
"6609251","102.200.218.193","2023-01-29 17:29",0.8
"6609252","102.200.218.193","2023-01-29 17:28",1.01
"6609253","102.200.218.193","2023-01-29 17:26",0.89
"6609254","102.200.218.193","2023-01-29 17:25",0.78
"6609255","102.200.218.193","2023-01-29 17:24",0.97
"6609256","102.200.218.193","2023-01-29 17:23",0.75
"6609257","102.200.218.193","2023-01-29 17:22",1.02
"6609258","102.200.218.193","2023-01-29 17:21",0.87
"6609259","102.200.218.193","2023-01-29 17:20",1.02
"6609260","102.200.218.193","2023-01-29 17:19",0.81
"6609261","102.200.218.193","2023-01-29 17:18",0.98
"6609262","102.200.218.193","2023-01-29 17:17",0.74
"6609263","102.200.218.193","2023-01-29 17:15",0.86
"6609264","102.200.218.193","2023-01-29 17:14",0.85
"6609265","102.200.218.193","2023-01-29 17:13",0.75
"6609266","102.200.218.193","2023-01-29 17:12",0.95
"6609267","102.200.218.193","2023-01-29 17:11",0.81
"6609268","102.200.218.193","2023-01-29 17:10",0.96
"6609269","102.200.218.193","2023-01-29 17:09",1.08
"6609270","102.200.218.193","2023-01-29 17:08",0.87
"6609271","102.200.218.193","2023-01-29 17:07",0.71
"6609272","102.200.218.193","2023-01-29 17:06",0.82
"6609273","102.200.218.193","2023-01-29 17:05",0.81
"6609274","102.200.218.193","2023-01-29 17:04",1.01
"6609275","102.200.218.193","2023-01-29 17:03",0.75
"6609276","102.200.218.193","2023-01-29 17:02",0.95
"6609277","102.200.218.193","2023-01-29 17:01",0.75
"6609278","102.200.218.193","2023-01-29 17:00",1.06
"6609279","102.200.218.193","2023-01-29 16:59",0.76
"6609280","102.200.218.193","2023-01-29 16:58",0.89
"6609281","102.200.218.193","2023-01-29 16:57",0.72
"6609282","102.200.218.193","2023-01-29 16:56",0.98
"6609283","102.200.218.193","2023-01-29 16:55",0.9
"6609284","102.200.218.193","2023-01-29 16:53",0.73
"6609285","102.200.218.193","2023-01-29 16:52",0.92
"6609286","102.200.218.193","2023-01-29 16:51",0.7
"6609287","102.200.218.193","2023-01-29 16:50",1.04
"6609288","102.200.218.193","2023-01-29 16:49",0.76
"6609289","102.200.218.193","2023-01-29 16:48",0.85
"6609290","102.200.218.193","2023-01-29 16:47",0.72
"6609291","102.200.218.193","2023-01-29 16:46",0.88
"6609292","102.200.218.193","2023-01-29 16:45",0.88
"6609293","102.200.218.193","2023-01-29 16:44",0.89
"6609294","102.200.218.193","2023-01-29 16:43",0.73
"6609295","102.200.218.193","2023-01-29 16:42",1.02
"6609296","102.200.218.193","2023-01-29 16:41",7.09
"6609297","102.200.218.193","2023-01-29 16:40",7.57
"6609298","102.200.218.193","2023-01-29 16:39",7.71
"6609299","102.200.218.193","2023-01-29 16:38",7.14
"6609300","102.200.218.193","2023-01-29 16:36",1.04
"6609301","102.200.218.193","2023-01-29 16:35",0.83
"6609302","102.200.218.193","2023-01-29 16:34",1.05
"6609303","102.200.218.193","2023-01-29 16:33",0.81
"6609304","102.200.218.193","2023-01-29 16:32",0.95
"6609305","102.200.218.193","2023-01-29 16:31",0.71
"6609306","102.200.218.193","2023-01-29 16:30",6.93
"6609307","102.200.218.193","2023-01-29 16:29",7.2
"6609308","102.200.218.193","2023-01-29 16:28",7.64
"6609309","102.200.218.193","2023-01-29 16:27",7.09
"6609310","102.200.218.193","2023-01-29 16:26",5.2
"6609311","102.200.218.193","2023-01-29 16:25",0.79
"6609312","102.200.218.193","2023-01-29 16:24",0.96
"6609313","102.200.218.193","2023-01-29 16:23",0.72
"6609314","102.200.218.193","2023-01-29 16:22",1.02
"6609315","102.200.218.193","2023-01-29 16:21",0.78
"6609316","102.200.218.193","2023-01-29 16:20",1
"6609317","102.200.218.193","2023-01-29 16:19",0.76
"6609318","102.200.218.193","2023-01-29 16:18",1.05
"6609319","102.200.218.193","2023-01-29 16:16",0.91
"6609320","102.200.218.193","2023-01-29 16:15",0.82
"6609321","102.200.218.193","2023-01-29 16:14",0.93
"6609322","102.200.218.193","2023-01-29 16:13",0.74
"6609323","102.200.218.193","2023-01-29 16:12",0.92
"6609324","102.200.218.193","2023-01-29 16:11",6.86
"6609325","102.200.218.193","2023-01-29 16:10",7.34
"6609326","102.200.218.193","2023-01-29 16:09",7.88
"6609327","102.200.218.193","2023-01-29 16:08",8.23
"6609328","102.200.218.193","2023-01-29 16:07",1.19
"6609329","102.200.218.193","2023-01-29 16:06",4.81
"6609330","102.200.218.193","2023-01-29 16:05",1.38
"6609331","102.200.218.193","2023-01-29 16:04",6.87
"6609332","102.200.218.193","2023-01-29 16:03",3.83
"6609333","102.200.218.193","2023-01-29 16:02",0.89
"6609334","102.200.218.193","2023-01-29 16:01",1.33
"6609335","102.200.218.193","2023-01-29 16:00",1.06
"6609336","102.200.218.193","2023-01-29 15:59",0.86
"6609337","102.200.218.193","2023-01-29 15:57",0.79
"6609338","102.200.218.193","2023-01-29 15:56",0.88
"6609339","102.200.218.193","2023-01-29 15:55",0.8
"6609340","102.200.218.193","2023-01-29 15:54",0.96
"6609341","102.200.218.193","2023-01-29 15:53",0.69
"6609342","102.200.218.193","2023-01-29 15:52",1.01
"6609343","102.200.218.193","2023-01-29 15:51",0.8
"6609344","102.200.218.193","2023-01-29 15:50",1.05
"6609345","102.200.218.193","2023-01-29 15:49",0.83
"6609346","102.200.218.193","2023-01-29 15:48",0.9
"6609347","102.200.218.193","2023-01-29 15:47",0.8
"6609348","102.200.218.193","2023-01-29 15:46",0.9
"6609349","102.200.218.193","2023-01-29 15:45",0.81
"6609350","102.200.218.193","2023-01-29 15:44",1.07
"6609351","102.200.218.193","2023-01-29 15:43",1.05
"6609352","102.200.218.193","2023-01-29 15:42",1.04
"6609353","102.200.218.193","2023-01-29 15:41",0.81
"6609354","102.200.218.193","2023-01-29 15:39",0.83
"6609355","102.200.218.193","2023-01-29 15:38",0.87
"6609356","102.200.218.193","2023-01-29 15:37",0.75
"6609357","102.200.218.193","2023-01-29 15:36",1.01
"6609358","102.200.218.193","2023-01-29 15:35",0.79
"6609359","102.200.218.193","2023-01-29 15:34",0.89
"6609360","102.200.218.193","2023-01-29 15:33",0.72
"6609361","102.200.218.193","2023-01-29 15:32",0.95
"6609362","102.200.218.193","2023-01-29 15:31",0.73
"6609363","102.200.218.193","2023-01-29 15:30",0.99
"6609364","102.200.218.193","2023-01-29 15:29",0.8
"6609365","102.200.218.193","2023-01-29 15:28",0.92
"6609366","102.200.218.193","2023-01-29 15:27",0.77
"6609367","102.200.218.193","2023-01-29 15:26",0.91
"6609368","102.200.218.193","2023-01-29 15:25",1.01
"6609369","102.200.218.193","2023-01-29 15:24",1.28
"6609370","102.200.218.193","2023-01-29 15:23",0.75
"6609371","102.200.218.193","2023-01-29 15:22",0.95
"6609372","102.200.218.193","2023-01-29 15:21",0.75
"6609373","102.200.218.193","2023-01-29 15:20",1.03
"6609374","102.200.218.193","2023-01-29 15:18",0.86
"6609375","102.200.218.193","2023-01-29 15:17",0.72
"6609376","102.200.218.193","2023-01-29 15:16",0.93
"6609377","102.200.218.193","2023-01-29 15:15",0.91
"6609378","102.200.218.193","2023-01-29 15:14",0.96
"6609379","102.200.218.193","2023-01-29 15:13",0.74
"6609380","102.200.218.193","2023-01-29 15:12",0.96
"6609381","102.200.218.193","2023-01-29 15:11",0.75
"6609382","102.200.218.193","2023-01-29 15:10",0.96
"6609383","102.200.218.193","2023-01-29 15:09",1.01
"6609384","102.200.218.193","2023-01-29 15:08",0.88
"6609385","102.200.218.193","2023-01-29 15:07",0.88
"6609386","102.200.218.193","2023-01-29 15:06",1.17
"6609387","102.200.218.193","2023-01-29 15:05",0.81
"6609388","102.200.218.193","2023-01-29 15:04",1.03
"6609389","102.200.218.193","2023-01-29 15:02",0.96
"6609390","102.200.218.193","2023-01-29 15:01",0.75
"6609391","102.200.218.193","2023-01-29 15:00",0.96
"6609392","102.200.218.193","2023-01-29 14:59",0.76
"6609393","102.200.218.193","2023-01-29 14:58",0.87
"6609394","102.200.218.193","2023-01-29 14:57",0.73
"6609395","102.200.218.193","2023-01-29 14:56",0.93
"6609396","102.200.218.193","2023-01-29 14:55",0.8
"6609397","102.200.218.193","2023-01-29 14:54",1.35
"6609398","102.200.218.193","2023-01-29 14:53",0.79
"6609399","102.200.218.193","2023-01-29 14:52",0.92
"6609400","102.200.218.193","2023-01-29 14:51",0.73
"6609401","102.200.218.193","2023-01-29 14:50",1.06
"6609402","102.200.218.193","2023-01-29 14:49",0.77
"6609403","102.200.218.193","2023-01-29 14:48",1.07
"6609404","102.200.218.193","2023-01-29 14:47",0.78
"6609405","102.200.218.193","2023-01-29 14:46",0.9
"6609406","102.200.218.193","2023-01-29 14:45",0.79
"6609407","102.200.218.193","2023-01-29 14:44",1.04
"6609408","102.200.218.193","2023-01-29 14:43",0.75
"6609409","102.200.218.193","2023-01-29 14:42",0.88
"6609410","102.200.218.193","2023-01-29 14:41",0.73
"6609411","102.200.218.193","2023-01-29 14:38",0.89
"6609412","102.200.218.193","2023-01-29 14:37",0.75
"6609413","102.200.218.193","2023-01-29 14:36",0.93
"6609414","102.200.218.193","2023-01-29 14:35",0.8
"6609415","102.200.218.193","2023-01-29 14:34",0.99
"6609416","102.200.218.193","2023-01-29 14:33",0.82
"6609417","102.200.218.193","2023-01-29 14:32",0.96
"6609418","102.200.218.193","2023-01-29 14:31",0.77
"6609419","102.200.218.193","2023-01-29 14:30",1.02
"6609420","102.200.218.193","2023-01-29 14:29",1.09
"6609421","102.200.218.193","2023-01-29 14:28",0.9
"6609422","102.200.218.193","2023-01-29 14:27",0.78
"6609423","102.200.218.193","2023-01-29 14:26",0.91
"6609424","102.200.218.193","2023-01-29 14:25",0.79
"6609425","102.200.218.193","2023-01-29 14:24",1.23
"6609426","102.200.218.193","2023-01-29 14:23",0.79
"6609427","102.200.218.193","2023-01-29 14:22",0.96
"6609428","102.200.218.193","2023-01-29 14:21",0.74
"6609429","102.200.218.193","2023-01-29 14:20",1.03
"6609430","102.200.218.193","2023-01-29 14:19",0.87
"6609431","102.200.218.193","2023-01-29 14:17",0.73
"6609432","102.200.218.193","2023-01-29 14:16",0.91
"6609433","102.200.218.193","2023-01-29 14:15",1.21
"6609434","102.200.218.193","2023-01-29 14:14",0.98
"6609435","102.200.218.193","2023-01-29 14:13",0.68
"6609436","102.200.218.193","2023-01-29 14:12",1.01
"6609437","102.200.218.193","2023-01-29 14:11",0.75
"6609438","102.200.218.193","2023-01-29 14:10",1.14
"6609439","102.200.218.193","2023-01-29 14:09",1.46
"6609440","102.200.218.193","2023-01-29 14:08",0.93
"6609441","102.200.218.193","2023-01-29 14:07",0.74
"6609442","102.200.218.193","2023-01-29 14:06",0.97
"6609443","102.200.218.193","2023-01-29 14:05",0.79
"6609444","102.200.218.193","2023-01-29 14:04",1.01
"6609445","102.200.218.193","2023-01-29 14:03",0.7
"6609446","102.200.218.193","2023-01-29 14:02",0.89
"6609447","102.200.218.193","2023-01-29 14:01",0.74
"6609448","102.200.218.193","2023-01-29 14:00",1.03
"6609449","102.200.218.193","2023-01-29 13:59",0.78
"6609450","102.200.218.193","2023-01-29 13:58",0.94
"6609451","102.200.218.193","2023-01-29 13:56",0.88
"6609452","102.200.218.193","2023-01-29 13:55",0.83
"6609453","102.200.218.193","2023-01-29 13:54",1.25
"6609454","102.200.218.193","2023-01-29 13:53",0.93
"6609455","102.200.218.193","2023-01-29 13:52",0.93
"6609456","102.200.218.193","2023-01-29 13:51",0.78
"6609457","102.200.218.193","2023-01-29 13:50",1.11
"6609458","102.200.218.193","2023-01-29 13:49",0.79
"6609459","102.200.218.193","2023-01-29 13:48",0.88
"6609460","102.200.218.193","2023-01-29 13:47",0.79
"6609461","102.200.218.193","2023-01-29 13:46",0.84
"6609462","102.200.218.193","2023-01-29 13:45",0.81
"6609463","102.200.218.193","2023-01-29 13:44",0.95
"6609464","102.200.218.193","2023-01-29 13:43",0.77
"6609465","102.200.218.193","2023-01-29 13:42",0.95
"6609466","102.200.218.193","2023-01-29 13:41",0.8
"6609467","102.200.218.193","2023-01-29 13:40",1.11
"6609468","102.200.218.193","2023-01-29 13:38",0.87
"6609469","102.200.218.193","2023-01-29 13:37",0.76
"6609470","102.200.218.193","2023-01-29 13:36",0.89
"6609471","102.200.218.193","2023-01-29 13:35",1
"6609472","102.200.218.193","2023-01-29 13:34",1.06
"6609473","102.200.218.193","2023-01-29 13:33",0.76
"6609474","102.200.218.193","2023-01-29 13:32",0.98
"6609475","102.200.218.193","2023-01-29 13:31",0.81
"6609476","102.200.218.193","2023-01-29 13:30",1.11
"6609477","102.200.218.193","2023-01-29 13:29",0.8
"6609478","102.200.218.193","2023-01-29 13:28",0.96
"6609479","102.200.218.193","2023-01-29 13:27",0.75
"6609480","102.200.218.193","2023-01-29 13:26",0.88
"6609481","102.200.218.193","2023-01-29 13:25",0.76
"6609482","102.200.218.193","2023-01-29 13:24",1.23
"6609483","102.200.218.193","2023-01-29 13:23",0.73
"6609484","102.200.218.193","2023-01-29 13:22",1.02
"6609485","102.200.218.193","2023-01-29 13:21",0.76
"6609486","102.200.218.193","2023-01-29 13:19",0.75
"6609487","102.200.218.193","2023-01-29 13:18",0.92
"6609488","102.200.218.193","2023-01-29 13:17",0.73
"6609489","102.200.218.193","2023-01-29 13:16",1.03
"6609490","102.200.218.193","2023-01-29 13:15",0.8
"6609491","102.200.218.193","2023-01-29 13:14",1.78
"6609492","102.200.218.193","2023-01-29 13:13",0.92
"6609493","102.200.218.193","2023-01-29 13:12",0.94
"6609494","102.200.218.193","2023-01-29 13:11",0.73
"6609495","102.200.218.193","2023-01-29 13:10",1.02
"6609496","102.200.218.193","2023-01-29 13:09",1.1
"6609497","102.200.218.193","2023-01-29 13:08",0.87
"6609498","102.200.218.193","2023-01-29 13:07",0.75
"6609499","102.200.218.193","2023-01-29 13:06",0.86
"6609500","102.200.218.193","2023-01-29 13:05",0.82
"6609501","102.200.218.193","2023-01-29 13:04",1.01
"6609502","102.200.218.193","2023-01-29 13:03",0.75
"6609503","102.200.218.193","2023-01-29 13:02",0.95
"6609504","102.200.218.193","2023-01-29 13:01",0.72
"6609505","102.200.218.193","2023-01-29 13:00",0.98
"6609506","102.200.218.193","2023-01-29 12:58",0.84
"6609507","102.200.218.193","2023-01-29 12:57",0.75
"6609508","102.200.218.193","2023-01-29 12:56",0.93
"6609509","102.200.218.193","2023-01-29 12:55",0.77
"6609510","102.200.218.193","2023-01-29 12:54",1.25
"6609511","102.200.218.193","2023-01-29 12:53",0.71
"6609512","102.200.218.193","2023-01-29 12:52",0.89
"6609513","102.200.218.193","2023-01-29 12:51",0.7
"6609514","102.200.218.193","2023-01-29 12:50",0.98
"6609515","102.200.218.193","2023-01-29 12:49",0.78
"6609516","102.200.218.193","2023-01-29 12:48",0.98
"6609517","102.200.218.193","2023-01-29 12:47",0.79
"6609518","102.200.218.193","2023-01-29 12:46",1.05
"6609519","102.200.218.193","2023-01-29 12:45",0.8
"6609520","102.200.218.193","2023-01-29 12:44",1.09
"6609521","102.200.218.193","2023-01-29 12:43",0.7
"6609522","102.200.218.193","2023-01-29 12:41",0.74
"6609523","102.200.218.193","2023-01-29 12:40",0.96
"6609524","102.200.218.193","2023-01-29 12:39",1.01
"6609525","102.200.218.193","2023-01-29 12:38",0.99
"6609526","102.200.218.193","2023-01-29 12:37",0.99
"6609527","102.200.218.193","2023-01-29 12:36",0.89
"6609528","102.200.218.193","2023-01-29 12:35",0.75
"6609529","102.200.218.193","2023-01-29 12:34",0.93
"6609530","102.200.218.193","2023-01-29 12:33",0.8
"6609531","102.200.218.193","2023-01-29 12:32",0.9
"6609532","102.200.218.193","2023-01-29 12:31",0.73
"6609533","102.200.218.193","2023-01-29 12:30",1.02
"6609534","102.200.218.193","2023-01-29 12:29",0.77
